date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-06 11:23:45,USEmbassyBKK,USAmbThailand,0,2,5,"ท่านทูตดีซอมบรี @USAmbThailand และ พล.อ. พรพิพัฒน์ เบญญศรี ผู้บัญชาการทหารสูงสุด เป็นประธานในพิธีเปิดการฝึกดำเนินกลยุทธ์ด้วยกระสุนจริงและพิธีปิดคอบร้าโกลด์ ประจำปี 2563 #CobraGold2020",,@USAmbThailand,#CobraGold2020,1235888798690500608,https://twitter.com/USEmbassyBKK/status/1235888798690500608
2020-03-06 06:55:16,USEmbassyBKK,,0,1,3," Cobra Gold 20: Cyber operators from six nations join together during second annual Cyber FTX #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235821230281785344,https://twitter.com/USEmbassyBKK/status/1235821230281785344
2020-03-06 04:01:18,USEmbassyBKK,,0,0,2," คอบร้าโกลด์ 20: รสชาติสองวัฒนธรรม นาวิกโยธินและทหารสหรัฐฯ ร่วมรับประทานอาหารกับทหารไทยระหว่างการฝึกคอบร้าโกลด์ ประจำปี 2563 ครั้งที่ 39 #FriendsPartnersAllies #CG20 pic.twitter.com/XD1TJwCvLX",,,#FriendsPartnersAllies #CG20,1235777449981550592,https://twitter.com/USEmbassyBKK/status/1235777449981550592
2020-03-06 03:59:42,USEmbassyBKK,,0,1,4," Cobra Gold 20: A taste of culture U.S. Marines, Soldiers, and Royal Thai soldiers shared a meal during Exercise Cobra Gold 2020. #CG20 #FriendsPartnersAllies pic.twitter.com/YHYxfa1txX",,,#CG20 #FriendsPartnersAllies,1235777049584955392,https://twitter.com/USEmbassyBKK/status/1235777049584955392
2020-03-05 10:21:16,USEmbassyBKK,USAmbThailand,0,0,2,"ท่านทูตดีซอมบรี @USAmbThailand ร่วมเป็นประธานในพิธีส่งมอบอาคารตามโครงการช่วยเหลือประชาชน #CobraGold2020 โครงการที่ 4 โรงเรียนบ้านกร่าง จ. พิษณุโลก ที่ทหารช่างจากไทย สิงคโปร์ และสหรัฐฯ ร่วมกันวางแผนและก่อสร้างให้กับโรงเรียนและชุมชนได้ใช้ประโยชน์",,@USAmbThailand,#CobraGold2020,1235510684508536832,https://twitter.com/USEmbassyBKK/status/1235510684508536832
2020-03-05 06:39:31,USEmbassyBKK,,0,3,6," Cobra Gold: What It Means to Us #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235454877544976384,https://twitter.com/USEmbassyBKK/status/1235454877544976384
2020-03-05 06:38:33,USEmbassyBKK,,0,8,11," ทหารไทย-สหรัฐฯ พูดถึงความสำคัญของคอบร้าโกลด์ #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235454636279992321,https://twitter.com/USEmbassyBKK/status/1235454636279992321
2020-03-05 03:30:00,USEmbassyBKK,,1,0,2," Cobra Gold 20: Royal Thai, US forces commemorate landmine reduction operations with unexploded ordnance destruction. #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235407184445337600,https://twitter.com/USEmbassyBKK/status/1235407184445337600
2020-03-05 02:24:07,USEmbassyBKK,,1,0,1,"Chargé d’Affaires Michael Heath participated as the U.S. co-chair at the Cobra Gold 2020 Humanitarian Assistance and Disaster Relief Demonstration, along with Thai co-chair Gen. Chaichana Nakkerd, Royal Thai Armed Forces Deputy Chief of Defense. #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235390605833809920,https://twitter.com/USEmbassyBKK/status/1235390605833809920
2020-03-05 02:23:24,USEmbassyBKK,,0,1,2,"อุปทูตรักษาการแทนเอกอัครราชทูตสหรัฐฯ ไมเคิล ฮีธ และพล.อ. ชัยชนะ นาคเกิด รองผู้บัญชาการทหารสูงสุด เป็นประธานเปิดการฝึกช่วยเหลือด้านมนุษยธรรมและบรรเทาสาธารณภัยในการฝึกคอบร้าโกลด์ประจำปี 2563 ที่ศูนย์ฝึกบรรเทาสาธารณภัย หน่วยบัญชาการทหารพัฒนา ฉะเชิงเทรา #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235390427081003009,https://twitter.com/USEmbassyBKK/status/1235390427081003009
2020-03-05 01:49:44,USEmbassyBKK,,0,0,0,"Cobra Gold: Partner nations practice noncombatant evacuation operations. #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235381951684476928,https://twitter.com/USEmbassyBKK/status/1235381951684476928
2020-03-04 08:00:01,USEmbassyBKK,,0,1,1,"III Marine Expeditionary Force Commander Lt. Gen. H. Stacy Clardy joined Royal Thai Armed Forces Deputy Chief of the Joint Staff 1 Gen. Pariphat Phalasin in observing the Cobra Gold 2020 Landmine Disposal event on March 3 at Pakdee Paendin Range, Sa Kaeo Province. #CG20",,,#CG20,1235112747920003072,https://twitter.com/USEmbassyBKK/status/1235112747920003072
2020-03-04 07:54:23,USEmbassyBKK,,0,7,9,"พล.ท. เฮช. สเตซี คลาร์ดี ผู้บัญชาการกองกำลังนาวิกโยธินโพ้นทะเลที่ 3 พร้อมด้วยพล.อ. ปริพัฒน์ ผลาสินธุ์ รองเสนาธิการทหาร (1) กองบัญชาการกองทัพไทย ร่วมชมการฝึกทำลายทุ่นระเบิดเมื่อวันที่ 3 มีนาคม ณ สนามฝึกทางยุทธวิธี บ้านภักดีแผ่นดิน จ. สระแก้ว #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235111331600072704,https://twitter.com/USEmbassyBKK/status/1235111331600072704
2020-03-04 06:46:29,USEmbassyBKK,,0,3,1,"Cobra Gold 20: US, Thai military strengthen relationships through coordinated amphibious beach landing",,,,1235094243082817536,https://twitter.com/USEmbassyBKK/status/1235094243082817536
2020-03-04 04:26:11,USEmbassyBKK,,0,34,17,"สิบเอก Panuwatr Chuprajak แห่งกองทัพบกสหรัฐฯ ปฏิบัติหน้าที่ล่ามภาษาไทยในการฝึกซ้อมทางทหารคอบร้าโกลด์ ประจำปี 2563 เขาบอกเล่าเรื่องราวการทำงานและเส้นทางการเป็นทหารกับเรา ณ ค่ายสมเด็จพระเอกาทศรถ จ. พิษณุโลก #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235058937113673728,https://twitter.com/USEmbassyBKK/status/1235058937113673728
2020-03-04 04:25:14,USEmbassyBKK,,0,4,3,"U.S. Army Staff Sgt. Panuwatr Chuprajak, a Thai language translator for exercise Cobra Gold 2020, explains details about his job and his journey into the military on Camp Akathotsarot, Phitsanulok province. #CG20 #FriendsPartnersAllies",,,#CG20 #FriendsPartnersAllies,1235058699820863490,https://twitter.com/USEmbassyBKK/status/1235058699820863490
2020-03-03 01:45:49,USEmbassyBKK,,2,12,19,"ขอเชิญทุกคนร่วมต้อนรับเอกอัครราชทูตไมเคิล ดีซอมบรี และครอบครัว สู่ประเทศไทยกันค่ะ Please join us in welcoming @USAmbThailand Michael DeSombre and his family to Thailand. ",,@USAmbThailand,,1234656191805939712,https://twitter.com/USEmbassyBKK/status/1234656191805939712
2020-03-03 01:33:52,USEmbassyBKK,USAsiaPacific,0,43,22,"ขอแสดงความยินดีกับ @USAmbThailand ท่านทูตไมเคิล ดีซอมบรี เนื่องในโอกาสสาบานตนเข้ารับตำแหน่งเอกอัครราชทูตสหรัฐฯ ประจำประเทศไทย ที่กรุงวอชิงตัน ดี.ซี.",,@USAmbThailand,,1234653184385114112,https://twitter.com/USEmbassyBKK/status/1234653184385114112
2020-03-02 09:10:27,USEmbassyBKK,,0,3,2,"อุปทูตรักษาการแทนเอกอัครราชทูตสหรัฐฯ ไมเคิล ฮีธ และพล.อ. สุพจน์ มาลานิยม รองเสนาธิการทหาร กองบัญชาการกองทัพไทย เป็นประธานเปิดการฝึกอพยพพลเรือนออกจากพื้นที่ขัดแย้ง (NEO) และการฝึกอพยพพลเรือนญี่ปุ่นในต่างประเทศ (RJNO)",,,,1234405700240982016,https://twitter.com/USEmbassyBKK/status/1234405700240982016
2020-03-02 09:09:47,USEmbassyBKK,,0,0,3,"Chargé d’Affaires Michael Heath participated as the U.S. co-chair at the Cobra Gold 2019 Noncombatant Evacuation / Return of Japanese Nationals Overseas exercise on Feb 29 at Utapao Royal Thai Naval Air Station in Rayong.",,,,1234405529566339072,https://twitter.com/USEmbassyBKK/status/1234405529566339072
2020-03-02 06:51:36,USEmbassyBKK,CDCgov,0,5,8,"ปกป้องตัวเองจากโรคติดเชื้อไวรัสโคโรนา 2019 โดยการหลีกเลี่ยงการสัมผัสกับไวรัสและปฏิบัติตามวิธีการป้องกันการแพร่กระจายของเชื้อดังต่อไปนี้ 1) ปิดปากเมื่อไอ 2) หมั่นล้างมือ 3) อยู่บ้านเมื่อป่วย https://bit.ly/37Ay6Cm",,,,1234370757708247040,https://twitter.com/USEmbassyBKK/status/1234370757708247040
2020-03-02 06:15:49,USEmbassyBKK,,0,5,3,"Cobra Gold 20: Royal Thai, US strengthen partnership through humanitarian civic action.",,,,1234361752692744192,https://twitter.com/USEmbassyBKK/status/1234361752692744192
2020-02-29 01:00:25,USEmbassyBKK,,0,5,10,"อุปทูตรักษาการแทนเอกอัครราชทูตสหรัฐฯ ไมเคิล ฮีธ และพล.ร.อ. ชุมศักดิ์ นาควิจิตร ผู้บัญชาการกองเรือยุทธการ เป็นประธานเปิดการฝึกปฏิบัติการยุทธสะเทินน้ำสะเทินบกที่สนามฝึกกองทัพเรือ หาดยาว จ. ชลบุรี",,,,1233557603130781696,https://twitter.com/USEmbassyBKK/status/1233557603130781696
2020-02-29 01:00:25,USEmbassyBKK,,0,3,6,"Chargé d’Affaires Michael Heath participated as the U.S. co-chair with Thai co-chair Adm. Choomsak Nakwijit, Royal Thai Fleet commander in chief, at the Amphibious Exercise at Hat Yao Royal Thai Navy training area in Chonburi Province. #FriendsPartnersAllies #CG20",,,#FriendsPartnersAllies #CG20,1233557602711277568,https://twitter.com/USEmbassyBKK/status/1233557602711277568
2020-02-27 08:28:03,USEmbassyBKK,,0,17,13," โหลดฟรี! นับเป็นครั้งแรกในประวัติศาสตร์ 174 ปีของสถาบันสมิธโซเนียนที่เปิดให้ดาวน์โหลดรูปภาพความละเอียดสูงกว่า 2.8 ล้านภาพจากคลังภาพออนไลน์ เพื่อให้ทุกคนได้ใช้งานได้ฟรี สามารถดาวน์โหลดภาพสองมิติและสามมิติไปใช้สร้างสรรค์งานได้เลยที่ https://www.si.edu/openaccess",,,,1232945475432505345,https://twitter.com/USEmbassyBKK/status/1232945475432505345
2020-02-27 08:27:32,USEmbassyBKK,,0,6,7,"For the first time in its 174-yr history, @smithsonian released 2.8M high-res images onto an open-access online platform for all to use &amp; download for free! ￼ Now YOU can use any of these photos for your own creative purposes! https://www.si.edu/openaccess",,@smithsonian,,1232945345614639106,https://twitter.com/USEmbassyBKK/status/1232945345614639106
2020-02-27 02:55:39,USEmbassyBKK,ArmyChiefStaff,1,26,16,"พล.อ. เจมส์ แมคคอนวิลล์ ผบ.ทบ. สหรัฐฯ @ArmyChiefStaff ต้อนรับ พล.อ. อภิรัชต์ คงสมพงษ์ ผบ.ทบ. ไทย ระหว่างเยือนสหรัฐฯ #FriendsPartnersAllies",,@ArmyChiefStaff,#FriendsPartnersAllies,1232861827580727296,https://twitter.com/USEmbassyBKK/status/1232861827580727296
2020-02-26 04:38:40,USEmbassyBKK,,2,5,9,"อุปทูตรักษาการแทนเอกอัครราชทูตสหรัฐฯ ไมเคิล ฮีธ และพล.อ. พรพิพัฒน์ เบญญศรี ผู้บัญชาการทหารสูงสุด เป็นประธานในพิธีเปิดคอบร้าโกลด์ ครั้งที่ 39 ประจำปี 2563 เมื่อวันที่ 25 ก.พ.โดยมีพล.ต. พีท จอห์นสัน รองผู้บัญชาการกองทัพบกสหรัฐฯ ภาคพื้นแปซิฟิกเข้าร่วมพิธี",,,,1232525362472476672,https://twitter.com/USEmbassyBKK/status/1232525362472476672
2020-02-26 04:37:47,USEmbassyBKK,,0,3,6,"Chargé d’Affaires Michael Heath and General Pornpipat Benyasri, Thailand’s Chief of Defense Forces, presided over the Feb 25 opening ceremony for Cobra Gold 2020, an annual, multilateral exercise co-hosted by Thailand and the United States. #CG20",,,#CG20,1232525139268403200,https://twitter.com/USEmbassyBKK/status/1232525139268403200
2020-02-22 01:26:48,USEmbassyBKK,,22,672,249,"แถลงการณ์กรณีการยุบพรรคอนาคตใหม่ในประเทศไทย https://th.usembassy.gov/th/statement-on-the-dissolution-of-the-future-forward-party-in-thailand-th/",,,,1231027525146628098,https://twitter.com/USEmbassyBKK/status/1231027525146628098
2020-02-22 01:21:38,USEmbassyBKK,,26,1418,514,"Statement on the Dissolution of the Future Forward Party in Thailand",,,,1231026227504439296,https://twitter.com/USEmbassyBKK/status/1231026227504439296
2020-02-21 08:39:18,USEmbassyBKK,,0,4,2,"สหรัฐอเมริกาประกาศความช่วยเหลือเพื่อต่อสู้กับเชื้อไวรัสโคโรนา https://th.usembassy.gov/th/the-united-states-announces-assistance-to-combat-the-novel-coronavirus-th/",,,,1230773979675156481,https://twitter.com/USEmbassyBKK/status/1230773979675156481
2020-02-21 08:38:59,USEmbassyBKK,,0,3,6,"The United States Announces Assistance To Combat the Novel Coronavirus.",,,,1230773901971443712,https://twitter.com/USEmbassyBKK/status/1230773901971443712
2020-02-21 02:46:08,USEmbassyBKK,,0,2,7,"คอบร้าโกลด์: ดีใจที่ได้กลับมาอีกครั้ง! #CG20 #FriendsPartnersAllies ",,,#CG20 #FriendsPartnersAllies,1230685103791144961,https://twitter.com/USEmbassyBKK/status/1230685103791144961
2020-02-21 02:43:48,USEmbassyBKK,,1,4,12,"Cobra Gold: It is good to be back! #CG20 #FriendsPartnersAllies ",,,#CG20 #FriendsPartnersAllies,1230684518274785281,https://twitter.com/USEmbassyBKK/status/1230684518274785281
2020-02-20 10:32:52,USEmbassyBKK,USEmbassyBKK,0,4,3,"รมต. @SecPompeo และ @SecAzar กล่าวเกี่ยวกับการรับมือสถานการณ์ไวรัส COVID-19: สหรัฐฯ ยังคงมุ่งมั่นในการเฝ้าระวังเพื่อปกป้องประชาชนอเมริกัน เรากำลังระดมและแจกจ่ายทรัพยากรไปทั่วโลกเพื่อช่วยเหลือนานาประเทศต่อสู้กับเชื้อไวรัสนี้ อันแสดงถึงน้ำใจของชาวสหรัฐฯ อย่างแท้จริง",,@SecPompeo @SecAzar,,1230440174829625345,https://twitter.com/USEmbassyBKK/status/1230440174829625345
2020-02-20 10:32:26,USEmbassyBKK,,0,1,1,".@SecPompeo &amp; @SecAzar on addressing the #coronavirus: We’re undeterred in our vigilance to protect our people. And we’re mobilizing resources around the world to help other nations fight the disease, too. This is American altruism at its finest.",,@SecPompeo @SecAzar,#coronavirus,1230440066402725898,https://twitter.com/USEmbassyBKK/status/1230440066402725898
2020-02-20 09:32:32,USEmbassyBKK,USEmbassyBKK,0,12,26,"สถานทูตสหรัฐฯ @USEmbassyBKK และกองกำลังเฉพาะกิจร่วมตะวันตก @JIATFWest ภายใต้ @INDOPACOM ร่วมเปิดอาคารฝึกอบรมยุทธวิธีของสำนักงานตำรวจแห่งชาติ อเมริกามอบทุนสร้างอาคารหลังนี้เพื่อช่วยมิตรประเทศต่อต้านอาชญากรรมข้ามชาติและยาเสพติด นำไปสู่ภูมิภาคอินโด-แปซิฟิกที่เสรีและเปิดกว้าง",,@USEmbassyBKK @JIATFWest @INDOPACOM,,1230424988597071873,https://twitter.com/USEmbassyBKK/status/1230424988597071873
2020-02-20 09:32:11,USEmbassyBKK,,0,2,6,".@USEmbassyBKK &amp; @JIATFWest from @INDOPACOM preside over the opening of a US-funded tactical training center facility for the Royal Thai Police - helping #FriendsPartnersAllies in their fight against transnational crime and illicit narcotics for a safe &amp; #FreeandOpenIndoPacific",,@USEmbassyBKK @JIATFWest @INDOPACOM,#FriendsPartnersAllies #FreeandOpenIndoPacific,1230424900831240192,https://twitter.com/USEmbassyBKK/status/1230424900831240192
2020-02-19 03:20:58,USEmbassyBKK,,1,10,18,"Cobra Gold 2020 is coming soon! This is the 39th year of Cobra Gold, a massive military cooperation exercise co-hosted by the United States and Thailand. The U.S.-Thai Military Alliance is forward looking and rooted in history. We are #FriendsPartnersAllies. #CG20",,,#FriendsPartnersAllies #CG20,1229969094008606721,https://twitter.com/USEmbassyBKK/status/1229969094008606721
2020-02-19 03:14:22,USEmbassyBKK,,0,0,12,"การฝึกซ้อมทางทหารคอบร้าโกลด์ปี 2563 ใกล้เข้ามาแล้ว! จัดขึ้นเป็นครั้งที่ 39 เป็นการฝึกซ้อมทางทหารขนาดใหญ่ที่สหรัฐฯ และไทยร่วมกันเป็นเจ้าภาพ พันธมิตรด้านการป้องกันประเทศระหว่างสหรัฐฯ และไทยมีวิสัยทัศน์กว้างไกลและมีมายาวนาน เราคือเพื่อน หุ้นส่วน และมิตรประเทศของกันและกัน #CG20",,,#CG20,1229967433798164483,https://twitter.com/USEmbassyBKK/status/1229967433798164483
2020-02-18 08:38:58,USEmbassyBKK,,0,1,4,"สถานทูตสหรัฐฯ และกองบัญชาการกองทัพไทยร่วมกันแถลงข่าวการฝึกซ้อมทางทหารคอบร้าโกลด์ ประจำปี 2563 เมื่อวันที่ 14 ก.พ. #CG20 การฝึกซ้อมทางทหารระดับพหุภาคีประจำปีที่ใหญ่ที่สุดในภูมิภาคอินโด-แปซิฟิกครั้งที่ 39 เป็นส่วนสำคัญของพันธกรณีของสหรัฐฯ ต่อภูมิภาคอินโด-แปซิฟิกที่เสรีและเปิดกว้าง",,,#CG20,1229686732792135680,https://twitter.com/USEmbassyBKK/status/1229686732792135680
2020-02-18 08:37:56,USEmbassyBKK,,1,6,13,".@USEmbassyBKK and the Royal Thai Armed Forces held the Cobra Gold 2020 announcement press conference Feb 14. #CG20 is the 39th annual #exercise in the series, which is the largest joint multinational military exercise in the Indo-Pacific region.",,@USEmbassyBKK,#CG20 #exercise,1229686471998787584,https://twitter.com/USEmbassyBKK/status/1229686471998787584
2020-02-17 01:00:00,USEmbassyBKK,,1,3,4,"#PresidentsDay วันนี้ สถานทูตสหรัฐฯ ปิดทำการเนื่องในวันประธานาธิบดี เพื่อระลึกถึงชีวิตและผลงานของจอร์จ วอชิงตัน ประธานาธิบดีคนแรกของสหรัฐอเมริกา",,,#PresidentsDay,1229208843995025410,https://twitter.com/USEmbassyBKK/status/1229208843995025410
2020-02-17 01:00:00,USEmbassyBKK,,0,1,5,"The U.S. Embassy is closed in observance of #PresidentsDay today. We honor the life and work of George Washington, the first president of the United States.",,,#PresidentsDay,1229208842912722946,https://twitter.com/USEmbassyBKK/status/1229208842912722946
2020-02-14 12:00:00,USEmbassyBKK,,0,3,5,".@USEmbassyBKK เฉลิมฉลอง 200 ปี แห่งมิตรภาพระหว่างสหรัฐฯ และไทยผ่านดนตรีและการระบำฮูลาของฮาวายในงาน “อะโลฮ่า กรุงเทพฯ: เทศกาลวัฒนธรรมฮาวาย” แดเนียล โฮ ศิลปินชาวฮาวายเจ้าของรางวัลแกรมมี่ 6 ครั้ง และเคย์ลี เซบาโยส นักเต้นระบำฮูลาที่มีชื่อเสียง ร่วมแสดงกับนักดนตรีรับเชิญชาวไทย",,@USEmbassyBKK,,1228287772898684928,https://twitter.com/USEmbassyBKK/status/1228287772898684928
2020-02-14 11:59:00,USEmbassyBKK,,0,3,6,".@USEmbassyBKK celebrated 200 years of U.S. – Thai Friendship with Hawaiian music and hula at “Aloha Bangkok: Hawaiian Festival”. Six-time Grammy Award winner, Daniel Ho and acclaimed Hawaiian Hula dancer, Kealiʻi Ceballos were joined on stage by Thai guest musicians.",,@USEmbassyBKK,,1228287521345306624,https://twitter.com/USEmbassyBKK/status/1228287521345306624
2020-02-14 09:58:38,USEmbassyBKK,,0,0,0,"แดเนียล โฮ นักเล่นอูคูเลเลชาวฮาวาย และเคย์ลี เซบาโยส อาจารย์สอนระบำฮูลา ได้เดินทางมาจัดเวิร์กชอปและคอนเสิร์ตในภูเก็ต พังงา ขอนแก่น และกรุงเทพฯ ร่วมกับนักเรียนและนักดนตรีรับเชิญชาวไทย ระหว่างวันที่ 1-8 กุมภาพันธ์ 2563 https://th.usembassy.gov/th/hawaiian-ukulele-musician-daniel-ho-and-hula-teacher-kealii-ceballos-in-thailand-th/",,,,1228257232267005953,https://twitter.com/USEmbassyBKK/status/1228257232267005953
2020-02-14 09:57:44,USEmbassyBKK,,0,0,0,"Hawaiian ukulele musician Daniel Ho and hula teacher Keali'i Ceballos were in Thailand last week and conducted workshops and concerts with students and Thai guest musicians in Phuket, Phang-nga, Khon Kaen and Bangkok from February 1-8, 2020. https://th.usembassy.gov/hawaiian-ukulele-musician-daniel-ho-and-hula-teacher-kealii-ceballos-in-thailand/",,,,1228257006596714496,https://twitter.com/USEmbassyBKK/status/1228257006596714496
