date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-04 05:56:19,USEmbassyBKK,,0,1,2,"คนและธุรกิจใน #IndoPacific เข้าสู่โลกออนไลน์มากขึ้น บริษัทเทคโนโลยีของไทย-นานาชาติจึงจับตามองการสร้างเศรษฐกิจดิจิทัลของภูมิภาคนี้ @KeithJKrach ปลัดกต.สหรัฐฯ @State_E ดำเนินการประชุม #IndoPacificBizForum ในช่วงหัวข้อดังกล่าว Watch live: https://www.youtube.com/user/USEmbassyBangkok/live",,@KeithJKrach @State_E,#IndoPacific #IndoPacificBizForum,1191232689174503425,https://twitter.com/USEmbassyBKK/status/1191232689174503425
2019-11-04 05:43:37,USEmbassyBKK,,0,0,2,".@GE_Power ประกาศสร้างโรงผลิตไฟฟ้ามูลค่า 390 ล้านUSD ในบังกลาเทศ ซึ่งจะจำหน่ายไฟฟ้าให้กับบ้านเรือน 700,000 หลังภายในปี 2565 และสร้างโรงผลิตไฟฟ้าพลังความร้อนร่วมมูลค่า 1,200 ล้านUSD ที่ไต้หวัน ซึ่งจะสร้างมูลค่าการส่งออกให้US 720 ล้านUSD #IndoPacificBizForum",,@GE_Power,#IndoPacificBizForum,1191229490061430785,https://twitter.com/USEmbassyBKK/status/1191229490061430785
2019-11-04 05:17:15,USEmbassyBKK,,1,0,2,"รัฐมนตรี @SecretaryRoss นำคณะผู้แทนธุรกิจจากบริษัทของสหรัฐฯ เข้าร่วมการประชุม #IndoPacificBizForum เพื่อศึกษารายละเอียดข้อตกลงการค้าต่างๆ หลังจากนั้น จะเดินทางต่อไปยังอินโดนีเซียและเวียดนาม",,@SecretaryRoss,#IndoPacificBizForum,1191222855289061379,https://twitter.com/USEmbassyBKK/status/1191222855289061379
2019-11-04 05:10:19,USEmbassyBKK,,0,7,3,"ผู้แทน US ที่เข้าร่วม #IndoPacificBizForum: @SecretaryRoss, @KeithJKrach ปลัดกต.สหรัฐ @State_E, Kimberly Reed @EximBankUS, Thomas Hardy @USTDA, @dbohigian @opicgov, @USAIDBGlick และ Charles Freeman @USChamber",,@SecretaryRoss @KeithJKrach @State_E @EximBankUS @USTDA @DBohigian @opicgov @USAIDBGlick @USChamber,#IndoPacificBizForum,1191221112421568513,https://twitter.com/USEmbassyBKK/status/1191221112421568513
2019-11-04 04:55:36,USEmbassyBKK,USEmbassyBKK,0,0,3,"การลงทุนแบบ Greenfield Investment คือการลงทุนที่บริษัทก่อตั้งการดำเนินงานใหม่ในประเทศใดประเทศ หนึ่งหรือลงทุนด้านอาคารสถานที่ใหม่ จึงมีผลอย่างมากต่อการสร้างงาน #IndoPacificBizForum",,,#IndoPacificBizForum,1191217408704274433,https://twitter.com/USEmbassyBKK/status/1191217408704274433
2019-11-04 04:54:56,USEmbassyBKK,,0,0,1,"ปี 60-61 การลงทุนแบบ Greenfield Investment ในUS ที่ประกาศลงทุนโดย #IndoPacific เพิ่มขึ้น 7.5% เป็น 439 โครงการ โดยUS ประกาศลงทุนการลงทุนแบบ Greenfield Investment ใน #IndoPacific เพิ่มขึ้นเกือบ 23% เป็น 1,022 โครงการ https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacific #IndoPacific #IndoPacificBizForum,1191217239510286336,https://twitter.com/USEmbassyBKK/status/1191217239510286336
2019-11-04 04:52:03,USEmbassyBKK,,0,0,3,"“EXIM ตั้งตารอที่จะได้ร่วมงานกับหุ้นส่วนของเราทั่วภูมิภาคอินโด-แปซิฟิก เพื่อเสริมสร้างความเข้มแข็งให้เศรษฐกิจของพวกเขา” - คิมเบอร์ลี่ เอ. รี้ด ประธานกก.บห. ธนาคาร @EximBankUS #IndoPacificBizForum",,@EximBankUS,#IndoPacificBizForum,1191216513392332801,https://twitter.com/USEmbassyBKK/status/1191216513392332801
2019-11-04 04:51:40,USEmbassyBKK,,0,4,3,"“EXIM looks forward to working with our partners across the Indo-Pacific region to strengthen their economies.” - Kimberly A. Reed, President and Chairman of @EximBankUS #IndoPacificBizForum",,@EximBankUS,#IndoPacificBizForum,1191216416776544256,https://twitter.com/USEmbassyBKK/status/1191216416776544256
2019-11-04 04:51:06,USEmbassyBKK,,0,0,1,"#อาเซียน คือจุดหมายปลายทางการลงทุนอันดับหนึ่งของสหรัฐฯ ใน #IndoPacific ปี 2561 การลงทุนสะสมของสหรัฐฯ ในอาเซียนมีมูลค่า 271,000 ล้านดอลลาร์สหรัฐ https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacific #IndoPacificBizForum,1191216275113988097,https://twitter.com/USEmbassyBKK/status/1191216275113988097
2019-11-04 04:48:59,USEmbassyBKK,,0,0,1,"มูลค่าการส่งออกสินค้าและบริการของ สหรัฐฯ ไปยังภูมิภาค #IndoPacific เพิ่มขึ้น 4.5% ในช่วงปีที่ผ่านมา https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacific #IndoPacificBizForum,1191215742491869187,https://twitter.com/USEmbassyBKK/status/1191215742491869187
2019-11-04 04:47:19,USEmbassyBKK,,0,0,1,"US เป็นแหล่งการลงทุนโดยตรงจากต่างประเทศ (FDI) ทีใหญ่ที่สุดใน #IndoPacific ในปี2561 การค้าสองฝ่ายระหว่างสหรัฐฯ กับภูมิภาคนี้มีมูลค่ากว่า 1.9 ล้านล้านดอลลาร์สหรัฐ สนับสนุนงานกว่า 3 ล้านตำแหน่งในสหรัฐฯ และ 5.1 ล้านตำแหน่งใน #IndoPacific https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacific #IndoPacific #IndoPacificBizForum,1191215322549735427,https://twitter.com/USEmbassyBKK/status/1191215322549735427
2019-11-04 04:39:12,USEmbassyBKK,USTDA,0,0,1,"โธมัส ฮาร์ดี รักษาการผอ. @USTDA จะนำการอภิปรายกลุ่มในหัวข้อ “Infrastructure Development in the Indo-Pacific” เวลา 14:15 วันนี้จาก #IndoPacificBizForum มาร่วมฟังความต้องการโครงสร้างพื้นฐาน ของ #IndoPacific และวิธีที่บริษัทอเมริกันจะเพิ่มสินค้าส่งออกได้ https://th.usembassy.gov/ipbf2019/",,@USTDA,#IndoPacificBizForum #IndoPacific,1191213279231610880,https://twitter.com/USEmbassyBKK/status/1191213279231610880
2019-11-04 04:35:18,USEmbassyBKK,,0,2,1,"คิมเบอร์ลี่ รี้ด ประธานกรรมการบริหาร #EXIM ขึ้นเวทีอภิปรายร่วมกับตัวแทนจากสำนักนายกรัฐมนตรีและหอการค้าไทย โดยคณะผู้อภิปรายพูดคุยกันเกี่ยวกับการขยายโอกาสธุรกิจการค้าในภูมิภาค #indopacific และการสร้างงานในสหรัฐฯ #IndoPacificBizForum Watch live: https://www.youtube.com/user/usembassybangkok/live",,,#EXIM #indopacific #IndoPacificBizForum,1191212299337363456,https://twitter.com/USEmbassyBKK/status/1191212299337363456
2019-11-04 04:34:03,USEmbassyBKK,,0,3,2,"Enhancing Shared Prosperity for a Free and Open Indo-Pacific. A snapshot of U.S. Government Efforts #IndoPacificBizForum",,,#IndoPacificBizForum,1191211985939001349,https://twitter.com/USEmbassyBKK/status/1191211985939001349
2019-11-04 04:28:46,USEmbassyBKK,USEmbassyBKK,0,3,3,"Live now! Panel at #IndoPacificBizForum on Expanding Commercial Opportunities in the #IndoPacific. This session will discuss which sectors see growth and how countries can create welcoming environments for companies that are interested in meeting this growing demand.",,,#IndoPacificBizForum #IndoPacific,1191210655442825216,https://twitter.com/USEmbassyBKK/status/1191210655442825216
2019-11-04 04:25:42,USEmbassyBKK,,0,1,2,"Read the snapshot to learn about the U.S. Government efforts to enhance shared prosperity for a free and open #IndoPacific over the last 2 years. https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacific #IndoPacificBizForum,1191209882902355968,https://twitter.com/USEmbassyBKK/status/1191209882902355968
2019-11-04 04:25:29,USEmbassyBKK,,0,2,4,"เพียง 2 ปี ความพยายามของทุกภาคส่วนของรัฐบาลสหรัฐฯ ได้สร้างประโยชน์ที่ยิ่งใหญ่ในวงกว้าง ช่วยให้บริษัทในสหรัฐฯ และ #อินโดแปซิฟิก ทำธุรกิจร่วมกันมากขึ้น https://www.usaid.gov/indo-pacific-vision/econ #IndoPacificBizForum",,,#IndoPacificBizForum,1191209828221243392,https://twitter.com/USEmbassyBKK/status/1191209828221243392
2019-11-04 04:22:18,USEmbassyBKK,,0,4,1,"ถ่ายทอดสดการอภิปรายหัวข้อ Expanding Commercial Opportunities in the #IndoPacific จากที่ประชุม #IndoPacificBizForum เพื่อหารือเกี่ยวกับการเติบโตของภาคส่วนต่างๆ และนานาชาติจะสร้างสภาพแวดล้อมที่เอื้อต่อบริษัทที่สนใจทำธุรกิจในภาคส่วนเหล่านี้ได้อย่างไร https://www.youtube.com/user/usembassybangkok/live",,,#IndoPacific #IndoPacificBizForum,1191209029952917504,https://twitter.com/USEmbassyBKK/status/1191209029952917504
2019-11-04 04:14:16,USEmbassyBKK,,0,1,0,"การแลกเปลี่ยนสินค้าและบริการระหว่าง U.S. และ #IndoPacific มีมูลค่าปีละ 1.9 ล้านล้านดอลลาร์สหรัฐ อีกทั้งยังช่วยให้สหรัฐฯ เป็นประเทศที่สร้างการลงทุนโดยตรงจากต่างประเทศสูงที่สุดในภูมิภาค #IndoPacificBizForum Watch live: https://www.youtube.com/user/usembassybangkok/live",,,#IndoPacific #IndoPacificBizForum,1191207007006543872,https://twitter.com/USEmbassyBKK/status/1191207007006543872
2019-11-04 04:08:33,USEmbassyBKK,,0,4,4,"ผู้บริหารของบริษัท U.S. ที่เข้าร่วมการประชุมเกือบ 200 คน เป็นตัวแทนของบริษัทที่มีนวัตกรรม ทรงอิทธิพล และได้รับความไว้วางใจเป็นอันดับต้นๆ ของโลก โดยมีรายได้รวมมูลค่ากว่า 2.8 ล้านล้านดอลลาร์สหรัฐต่อปี #IndoPacificBizForum http://th.usembassy.gov/ipbf2019",,,#IndoPacificBizForum,1191205568662212609,https://twitter.com/USEmbassyBKK/status/1191205568662212609
2019-11-04 04:04:41,USEmbassyBKK,USAsiaPacific,0,0,0,"ผู้ช่วยรมว.กต.สหรัฐฯ สติลเวลล์ และ ปลัดกต.ไทย บุษยา มาทแล็ง กระชับความสัมพันธ์ไทย-สหรัฐฯ ทั้งยังส่งเสริมความเป็นแกนกลางของ #อาเซียน ในอินโด-แปซิฟิก และสนับสนุนไทยในฐานะผู้นำ #ACMECS และข้อริเริ่มลุ่มน้ำโขงตอนล่างในการประชุมสุดยอดผู้นำเอเชียตะวันออก",,,#ACMECS,1191204594921005056,https://twitter.com/USEmbassyBKK/status/1191204594921005056
2019-11-04 04:04:15,USEmbassyBKK,,0,3,6,"ตัวแทนธุรกิจและผู้นำรัฐบาลกว่า 1,000 คน จาก U.S. และ #IndoPacific พบปะกันในการประชุม #IndoPacificBizForum ที่กรุงเทพฯ เมื่อวันที่ 4 พฤศจิกายน เพื่อส่งเสริมมูลค่าการลงทุนที่มีคุณภาพสูง สนับสนุนความโปร่งใส หลักนิติธรรม และการพัฒนาเศรษฐกิจโดยมีภาคเอกชนเป็นผู้นำ",,,#IndoPacific #IndoPacificBizForum,1191204486783463424,https://twitter.com/USEmbassyBKK/status/1191204486783463424
2019-11-04 04:02:36,USEmbassyBKK,,0,0,1,"บริษัท @IVLTeam ประจำประเทศไทย ผู้ผลิตโพลีเอสเตอร์และโพลีเอทิลีนเทเรฟทาเลตรายใหญ่ ได้ประกาศซื้อสินทรัพย์ปิโตรเคมี มูลค่า 2,000 ล้านดอลลาร์จากบริษัท Huntsman Corporation รวมทั้งโรงงาน 3 แห่งในเท็กซัส #IndoPacificBizForum https://th.usembassy.gov/ipbf2019",,@IVLTeam,#IndoPacificBizForum,1191204072159772672,https://twitter.com/USEmbassyBKK/status/1191204072159772672
2019-11-04 03:54:37,USEmbassyBKK,,0,3,2,"รบ. เวียดนามอนุมัติโครงการโรงผลิตไฟฟ้าพลังความร้อนร่วมแบบใช้กังหันก๊าซกำลังการผลิต 2.2 กิกะวัตต์ของ @theaescorp ในกันยายน ปี 2562 โรงผลิตไฟฟ้าแห่งนี้มีมูลค่าการลงทุนทั้งหมดเกือบ 3,000 ล้านดอลลาร์สหรัฐ และจะมีบทบาทสำคัญในการกำหนดอนาคตของภาคพลังงานในเวียดนาม #IndoPacificBizForum",,@TheAESCorp,#IndoPacificBizForum,1191202060307288064,https://twitter.com/USEmbassyBKK/status/1191202060307288064
2019-11-04 03:51:09,USEmbassyBKK,,0,1,0,"ศูนย์สนับสนุนของ @CommerceGov สนับสนุนบริษัทผู้ส่งออกอเมริกันที่ต้องการทำธุรกิจกับโครงการของภาครัฐ โดยปัจจุบันมีบริษัทส่งออกที่กำลังดำเนินการอยู่ใน #IndoPacific จำนวน 412 โครงการ คิดเป็นเงินมูลค่าประมาณ 631,000 ล้านดอลลาร์สหรัฐ #IndoPacificBizForum",,@CommerceGov,#IndoPacific #IndoPacificBizForum,1191201187376156673,https://twitter.com/USEmbassyBKK/status/1191201187376156673
2019-11-04 03:46:12,USEmbassyBKK,,0,2,0,"กระทรวง @CommerceGov ยังช่วยบริษัทใน #IndoPacific กว่า 2,500 แห่งหาโอกาสการลงทุนในสหรัฐฯ นำให้เกิดการลงทุนจากภูมิภาคอินโด-แปซิฟิกในสหรัฐฯ มูลค่า 18,000 ล้านเหรียญ #IndoPacificBizForum https://th.usembassy.gov/ipbf2019/",,@CommerceGov,#IndoPacific #IndoPacificBizForum,1191199944809467904,https://twitter.com/USEmbassyBKK/status/1191199944809467904
2019-11-04 03:44:55,USEmbassyBKK,,0,0,1,"นับตั้งแต่ก.ค. 2561 @CommerceGov ได้ช่วยเหลือบริษัทของสหรัฐฯ กว่า 9,000 แห่งในการดำเนินธุรกิจใน #IndoPacific และอำนวยความสะดวกในการส่งออกสินค้าของสหรัฐฯ มูลค่ากว่า 7,650 ล้านดอลลาร์สหรัฐ #IndoPacificBizForum https://th.usembassy.gov/ipbf2019/",,@CommerceGov,#IndoPacific #IndoPacificBizForum,1191199618123517952,https://twitter.com/USEmbassyBKK/status/1191199618123517952
2019-11-04 02:54:37,USEmbassyBKK,,2,14,24,"“The Trump Administration...is working with our partners around the Indo-Pacific to build better, fairer, and more reciprocal relationships.” - @SecretaryRoss of @CommerceGov at #IndoPacificBizForum",,@SecretaryRoss @CommerceGov,#IndoPacificBizForum,1191186961429491712,https://twitter.com/USEmbassyBKK/status/1191186961429491712
2019-11-04 02:54:12,USEmbassyBKK,,0,0,1,"“รัฐบาลปธน.ทรัมป์ดำเนินงานร่วมกับพันธมิตรอินโด-แปซิฟิก เพื่อสร้างความสัมพันธ์ที่ดีขึ้น เป็นธรรมมากขึ้น และยังประโยชน์ให้กับทุกฝ่ายมากกว่าที่ผ่านมา” - รมว. กระทรวง @CommerceGov วิลเบอร์ รอสส์ #IndoPacificBizForum",,@CommerceGov,#IndoPacificBizForum,1191186858044059648,https://twitter.com/USEmbassyBKK/status/1191186858044059648
2019-11-04 02:50:17,USEmbassyBKK,USAsiaPacific,0,0,1,"#IndoPacific #Transparency Initiative ส่งเสริมภาคประชาสังคม หลักนิติธรรม รัฐบาลที่โปร่งใสและมีความรับผิดชอบเพื่ออินโด-แปซิฟิกที่เสรีและเปิดกว้าง ทั้งยังเป็นส่วนสำคัญต่อนโยบายต่างประเทศและผลประโยชน์ด้านความมั่นคงแห่งชาติของสหรัฐฯ #IndoPacificBizForum #EastAsiaSummit",,,#IndoPacific #Transparency #IndoPacificBizForum #EastAsiaSummit,1191185870503571456,https://twitter.com/USEmbassyBKK/status/1191185870503571456
2019-11-04 02:47:23,USEmbassyBKK,USAsiaPacific,0,3,5,"สหรัฐฯ มีส่วนร่วมใกล้ชิดกับ 10 ประเทศสมาชิก #อาเซียน มากกว่าที่เคยเป็นมา โดยยินดีรับทัศนะอาเซียนว่าด้วย #อินโด-แปซิฟิก ซึ่งมีความสอดคล้องกับยุทธศาสตร์อินโด-แปซิฟิกของสหรัฐฯ http://bit.ly/2C5B6Zg",,,,1191185142984798208,https://twitter.com/USEmbassyBKK/status/1191185142984798208
2019-11-04 01:58:52,USEmbassyBKK,,0,4,5,"Interested in the facts and figures behind the United States’ partnership with other #IndoPacific countries? Check out our new report titled, “A Free and Open Indo-Pacific: Advancing a Shared Vision.” #IndoPacificReport",,,#IndoPacific #IndoPacificReport,1191172930593411072,https://twitter.com/USEmbassyBKK/status/1191172930593411072
2019-11-04 01:57:54,USEmbassyBKK,,0,3,5,"อยากรู้ข้อมูลตัวเลขจากความร่วมมือของสหรัฐฯ กับประเทศใน #IndoPacific? อ่าน “A Free and Open Indo-Pacific: Advancing a Shared Vision” รายงานฉบับใหม่ของเราได้ที่นี่ #IndoPacificReport https://www.state.gov/a-free-and-open-indo-pacific-advancing-a-shared-vision/",,,#IndoPacific #IndoPacificReport,1191172690490511360,https://twitter.com/USEmbassyBKK/status/1191172690490511360
2019-11-04 00:00:13,USEmbassyBKK,,1,2,1,"ชมถ่ายทอดสดการประชุม Indo-Pacific Business Forum และเรียนรู้เกี่ยวกับความร่วมมือระหว่างสหรัฐฯ และภูมิภาคอินโด-แปซิฟิค ตลอดวันนี้ ที่ http://th.usembassy.gov/ipbf2019/ ตั้งแต่ 8.30น. เป็นต้นไป #IndoPacificBizForum",,,#IndoPacificBizForum,1191143074346536960,https://twitter.com/USEmbassyBKK/status/1191143074346536960
2019-11-03 11:00:00,USEmbassyBKK,,0,2,4,"อย่าลืมติดตามถ่ายทอดสดการประชุม Indo-Pacific Business Forum ในวันที่ 4 พย. ตั้งแต่เวลา 8:30 น. ที่ https://th.usembassy.gov/ipbf2019/ มาฟังผู้นำสหรัฐฯ และอาเซียนหารือเรื่องโอกาสด้านเศรษฐกิจและการค้าในภูมิภาคอินโด-แปซิฟิก",,,,1190946724082139137,https://twitter.com/USEmbassyBKK/status/1190946724082139137
2019-11-03 10:31:41,USEmbassyBKK,eAsiaMediaHub,0,1,4,"ขอเชิญผู้สื่อข่าวร่วมรับฟังและพูดคุยกับรัฐมนตรีว่าการกระทรวงพาณิชย์สหรัฐฯ @SecretaryRoss ผ่านการประชุมโทรศัพท์ทางไกล ในวันที่ 5 พ.ย. 2562 จะหารือเรื่องการมีส่วนร่วมของรัฐบาลสหรัฐฯ ในการประชุม #IndoPacificBizForum และ #ASEAN2019 สำรองที่นั่งได้ที่ https://www.eventbrite.com/e/teleconference-with-wilbur-ross-secretary-of-commerce-tickets-79875059453",,@SecretaryRoss,#IndoPacificBizForum #ASEAN2019,1190939599779983361,https://twitter.com/USEmbassyBKK/status/1190939599779983361
2019-11-01 14:02:31,USEmbassyBKK,USAsiaPacific,24,3447,1271,"ผู้ช่วยรัฐมนตรีว่าการกระทรวงการต่างประเทศสหรัฐฯ สติลเวลล์ ยินดีที่ได้มีโอกาสพบปะกับสมาชิกสภาผู้แทนราษฎรของ #ไทย เพื่อทราบข้อมูลเพิ่มเติมเกี่ยวกับประชาธิปไตย กระบวนการยุติธรรม และสิทธิมนุษยชน",,,,1190267878626357249,https://twitter.com/USEmbassyBKK/status/1190267878626357249
2019-11-01 11:03:39,USEmbassyBKK,USEmbassyBKK,0,2,10,"#IndoPacificBizForum will take place in Bangkok on Nov 4. Tune into our livestream from the Forum at http://th.usembassy.gov/ipbf2019 from 8:30am Thailand time.",,,#IndoPacificBizForum,1190222866794475520,https://twitter.com/USEmbassyBKK/status/1190222866794475520
2019-11-01 11:00:32,USEmbassyBKK,,0,4,5,"ผู้ช่วยรมต.ตปท.สหรัฐฯ ฝ่าย @USAsiaPacific เดวิด อาร์. สติลเวลล์ เดินทางถึงกรุงเทพฯเพื่อเข้าร่วมการประชุมทวิภาคีกับ จนท.รัฐบาลไทยและองค์กรภาคประชาสังคม รวมทั้งประชุมทวิภาคีและพหุภาคีกับประเทศคู่เจรจาในภูมิภาคนอกรอบการประชุมสุดยอดเอเชียตะวันออก",,@USAsiaPacific,,1190222083348807681,https://twitter.com/USEmbassyBKK/status/1190222083348807681
2019-11-01 11:00:00,USEmbassyBKK,,0,0,1,"การประชุม #IndoPacificBizForum ที่กรุงเทพฯ วันจันทร์ที่ 4 พย.นี้ สามารถติดตามการถ่ายทอดสดจากการประชุมได้ที่ http://th.usembassy.gov/ipbf2019 ตั้งแต่เวลา 08:30น.",,,#IndoPacificBizForum,1190221950783643648,https://twitter.com/USEmbassyBKK/status/1190221950783643648
2019-11-01 10:56:25,USEmbassyBKK,,0,2,4,"Asst.Sec. Stilwell of @USAsiaPacific arrived Bangkok to begin a four-day visit of meetings w/ Thai gov. officials and civil society organizations, as well as bilateral and multilateral meetings with regional partners on the margins of the East Asia Summit.",,@USAsiaPacific,,1190221045292130304,https://twitter.com/USEmbassyBKK/status/1190221045292130304
2019-11-01 09:00:00,USEmbassyBKK,,0,6,7,"“ความสัมพันธ์ที่ใกล้ชิดระหว่างเรากับไทยและประเทศคู่เจรจาอื่นๆ ในภูมิภาค ยังคงเป็นเสาหลักของความมุ่งมั่นที่สหรัฐฯ มีต่อภูมิภาคอินโด-แปซิฟิก” - เดวิด อาร์. สติลเวลล์ ผู้ช่วยรมต.ตปท.สหรัฐฯ ฝ่าย @USAsiaPacific ได้มาถึงไทยแล้ววันนี้เพื่อเข้าร่วม #ASEAN2019th และ #IndoPacificBizForum",,@USAsiaPacific,#ASEAN2019th #IndoPacificBizForum,1190191750729457664,https://twitter.com/USEmbassyBKK/status/1190191750729457664
2019-11-01 03:34:59,USEmbassyBKK,USEmbassyBKK,0,2,1,"The Indo-Pacific Business Forum, which will take place on November 4 in Bangkok, Thailand, will showcase the economic ties that have contributed to economic growth and prosperity in both the Indo-Pacific and the United States.",,,,1190109957355495425,https://twitter.com/USEmbassyBKK/status/1190109957355495425
2019-11-01 03:00:26,USEmbassyBKK,,0,1,8,"การประชุม Indo-Pacific Business Forum ที่จัดขึ้นในกรุงเทพฯ วันที่ 4 พฤศจิกายนนี้ แสดงให้เห็นถึงความสัมพันธ์ด้านเศรษฐกิจที่ส่งผลต่อการเติบโตและความเจริญมั่งคั่งทั้งในภูมิภาคอินโด-แปซิฟิก และสหรัฐฯ #IndoPacificBizForum",,,#IndoPacificBizForum,1190101263242989569,https://twitter.com/USEmbassyBKK/status/1190101263242989569
2019-11-01 02:00:22,USEmbassyBKK,,0,4,3,"#รู้หรือไม่ ว่ากรุงเทพฯ เป็นบ้านเกิดของ @ASEAN เมื่อ “รัฐก่อตั้งเริ่มแรก 5 ประเทศ” ลงนามใน #ปฏิญญากรุงเทพ อ่านข้อมูลเพิ่มเติมที่นี่ https://asean.org/asean/about-asean/history/ - ภาพถ่ายโดย @ASEAN Secretariat",,@ASEAN @ASEAN,,1190086144870043648,https://twitter.com/USEmbassyBKK/status/1190086144870043648
2019-11-01 02:00:21,USEmbassyBKK,,0,1,2,"#DidYouKnow that #Bangkok is the birthplace of @ASEAN? The #BangkokDeclaration was signed by “The First Five”. Learn more here: http://ow.ly/pQN050wX1BX - Photo by @ASEAN Secretariat",,@ASEAN @ASEAN,#DidYouKnow #Bangkok #BangkokDeclaration,1190086139744522241,https://twitter.com/USEmbassyBKK/status/1190086139744522241
